,Operatore,Profilo,Velocità (down/up),Territorio,Periodo,Tipo,Media,Dev. Std.,Min,Max,TP%,Misure
753,Irideos,UfficioVoceInternet,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"16,8Mbps","1208,7","15,3Mbps",,,27655
754,Optima,VitaMiaConsumerFIBRA+FlatvsFissi,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"74,2Mbps","22872,4","25,9Mbps",,,49267
755,Optima,VitaMiaInternetVeloceVDSL2,"
50,0Mbps10,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"39,6Mbps","7462,1","31,9Mbps",,,17813
756,SiPortal,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"57,9Mbps","1232,1","57,5Mbps",,,7335
757,Sky,Fibra100%,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"982,1Mbps","23172,7","981,8Mbps",,,12252
758,Sky,SuperInternet,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"146,3Mbps","5563,1","138,3Mbps",,,5457
759,SorgeniaFiber,NextFiber,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"924,0Mbps","19169,3","913,8Mbps",,,3296
760,Terrecablate,MyHomeADSL,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"18,1Mbps","30,0","18,1Mbps",,,2926
761,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"7,0Mbps","192,8","7,0Mbps",,,15933
762,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"9,8Mbps","960,4","9,8Mbps",,,81099
763,TIM,TIMSuperFibra,"
1.000,0Mbps100,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"979,1Mbps","642,6","976,7Mbps",,,1534
764,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"29,6Mbps","1061,7","29,4Mbps",,,100145
765,TIM,TIMSuperMega,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"95,8Mbps","5510,2","91,3Mbps",,,43019
766,TIM,TIMSuperMega,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"195,3Mbps","2881,6","194,3Mbps",,,26920
767,Tiscali,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"49,4Mbps","15679,1","29,4Mbps",,,26997
768,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"8,9Mbps","2738,0","6,8Mbps",,,27950
769,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"16,7Mbps","3285,0","13,1Mbps",,,50820
770,Vianova,Vianova2.5,"
4,0Mbps512.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"4,0Mbps","2,6","4,0Mbps",,,1943
771,Vodafone,"SuperADSL
","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"18,6Mbps","4154,4","16,6Mbps",,,39588
772,Vodafone,SuperADSL,"
12,0Mbps1,2Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"10,6Mbps","579,2","9,9Mbps",,,8204
773,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"14,3Mbps","2150,7","13,0Mbps",,,47339
774,Vodafone,SuperADSL,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"92,9Mbps","4919,3","88,1Mbps",,,50410
775,Vodafone,SuperADSL,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"170,7Mbps","5723,1","167,0Mbps",,,6275
776,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"7,0Mbps","243,1","6,5Mbps",,,21662
777,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
12,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"12,2Mbps","18,5","12,2Mbps",,,7871
778,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
14,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"12,4Mbps","254,2","12,4Mbps",,,22949
779,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
17,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"15,1Mbps","28,8","15,0Mbps",,,1213
780,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
18,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"15,1Mbps","296,6","15,1Mbps",,,7854
781,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"16,8Mbps","752,4","15,8Mbps",,,32442
782,Wind,WINDInternet100,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"94,6Mbps","2188,1","93,8Mbps",,,7649
783,Acantho,BigBand,"
7,0Mbps512.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"6,8Mbps","2,3","6,8Mbps",,,8455
784,Acantho,BigBand,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"11,1Mbps","490,6","10,1Mbps",,,8782
785,Brennercom,AllesKlar,"
8,0Mbps384.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"8,2Mbps","0,7","8,2Mbps",,,8718
786,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"1,9Mbps","9,4","1,9Mbps",,,8418
787,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"5,5Mbps","1121,9","4,5Mbps",,,13329
788,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"5,5Mbps","2674,9",0.0kbps,,,96181
789,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"15,5Mbps","2510,7","12,1Mbps",,,63120
790,EnelEnergia,"FIBRADIMELITA
DiamondFibra","
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"733,6Mbps","26126,3","716,0Mbps",,,8595
791,Eolo,None,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"437,3Mbps","9050,1","423,6Mbps",,,3284
792,Eolo,Formula,"
7,0Mbps512.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"2,9Mbps","3311,3",0.0kbps,,,31523
793,Eolo,Formula,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"5,4Mbps","2742,3",0.0kbps,,,54103
794,Fastweb,JetUBB,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"88,8Mbps","3854,0","85,9Mbps",,,8745
795,Fastweb,Joy,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"124,5Mbps","8634,8","122,2Mbps",,,7931
796,Fastweb,"Superjet,Joy,Jet","
6,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"5,4Mbps","674,6","5,5Mbps",,,8200
797,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"11,3Mbps","2052,0","7,3Mbps",,,72799
798,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"14,4Mbps","4747,4",988.9kbps,,,21631
799,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"12,6Mbps","5280,7","7,3Mbps",,,41391
800,Intred,FIBRAROLLERCOASTER-FTTC,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"82,6Mbps","2877,1","81,9Mbps",,,4445
801,Irideos,AziendaVoceInternet,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"83,2Mbps","18749,7","45,4Mbps",,,40364
802,Irideos,UfficioVoceInternet,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"16,8Mbps","3653,7","11,5Mbps",,,51462
803,Optima,None,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"888,6Mbps","33153,4","825,4Mbps",,,4802
804,Optima,VitaMiaConsumerFIBRA+FlatvsFissi,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"75,2Mbps","19906,5","40,3Mbps",,,57740
805,Optima,VitaMiaInternetVeloceVDSL2,"
50,0Mbps10,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"42,6Mbps","7640,2","34,0Mbps",,,12748
806,SiPortal,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"58,4Mbps","876,4","57,5Mbps",,,3074
807,Sky,Fibra100%,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"980,8Mbps","5296,7","968,8Mbps",,,15696
808,Sky,SuperInternet,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"145,2Mbps","10014,7","122,3Mbps",,,17129
809,SorgeniaFiber,NextFiber,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"965,0Mbps","29819,0","926,4Mbps",,,8382
810,Terrecablate,MyHomeADSL,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"17,8Mbps","663,0","16,9Mbps",,,8453
811,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"7,0Mbps","182,8","7,0Mbps",,,16660
812,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"9,8Mbps","510,4","9,8Mbps",,,93019
813,TIM,TIMSuperFibra,"
1.000,0Mbps100,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"979,0Mbps","7963,2","979,2Mbps",,,8039
814,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"29,5Mbps","1064,3","29,3Mbps",,,112297
815,TIM,TIMSuperMega,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"96,4Mbps","4335,6","92,9Mbps",,,61160
816,TIM,TIMSuperMega,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"195,4Mbps","4134,6","194,4Mbps",,,33012
817,Tiscali,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"56,8Mbps","10393,3","48,1Mbps",,,16201
818,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"7,3Mbps","175,6","7,3Mbps",,,15347
819,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"15,5Mbps","2365,9","13,5Mbps",,,20278
820,Vianova,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"88,9Mbps","13510,4","66,4Mbps",,,22323
821,Vianova,Vianova2.5,"
4,0Mbps512.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"4,0Mbps","43,0","4,0Mbps",,,8737
822,Vodafone,"SuperADSL
","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"17,9Mbps","3337,0","16,6Mbps",,,49944
823,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"14,5Mbps","1040,6","13,0Mbps",,,50891
824,Vodafone,SuperADSL,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"92,3Mbps","6141,1","82,9Mbps",,,55790
825,Vodafone,SuperADSL,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"165,9Mbps","4072,1","165,5Mbps",,,8223
826,Vodafone,SuperADSL,"
1.000,0Mbps200,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"968,3Mbps","33623,9","941,6Mbps",,,14157
827,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Nazionale,"
Lug2021Dic2021
",Download,"6,9Mbps","299,4","6,2Mbps",,,24799
828,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
12,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"12,4Mbps","449,6","12,2Mbps",,,5911
829,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
14,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"12,0Mbps","752,4","10,8Mbps",,,24568
830,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
17,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"13,1Mbps","1824,2","11,4Mbps",,,2753
831,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
18,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"15,1Mbps","71,6","15,1Mbps",,,8536
832,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"17,4Mbps","438,1","16,6Mbps",,,37750
833,Wind,WINDInternet100,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2021Dic2021
",Download,"97,7Mbps","3329,0","93,2Mbps",,,22083
834,Acantho,BigBand,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2022Giu2022
",Download,"6,8Mbps","2,4","6,8Mbps",,,8269
835,Acantho,BigBand,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"11,6Mbps","1050,4","10,9Mbps",,,8534
836,Aruba,None,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"745,5Mbps","178400,5","574,2Mbps",,,7836
837,Brennercom,AllesKlar,"
8,0Mbps384.0kbps
",Nazionale,"
Gen2022Giu2022
",Download,"8,2Mbps","397,4","8,2Mbps",,,5160
838,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Gen2022Giu2022
",Download,"1,9Mbps","9,5","1,9Mbps",,,5830
839,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Nazionale,"
Gen2022Giu2022
",Download,"5,9Mbps","1194,8","4,4Mbps",,,16828
840,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"5,7Mbps","2413,3",0.0kbps,,,56444
841,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"14,6Mbps","2596,5","11,5Mbps",,,44226
842,EnelEnergia,"FIBRADIMELITA
DiamondFibra","
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"727,4Mbps","30930,7","710,3Mbps",,,7535
843,Eolo,Formula,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2022Giu2022
",Download,"5,5Mbps","2843,3",579.8kbps,,,18961
844,Eolo,Formula,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"6,4Mbps","1583,7","3,3Mbps",,,56761
845,Fastweb,JetUBB,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"84,1Mbps","7642,5","74,3Mbps",,,8661
846,Fastweb,Joy,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"131,9Mbps","12643,7","122,4Mbps",,,8404
847,Fastweb,"Superjet,Joy,Jet","
8,2Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"7,2Mbps","838,3","7,3Mbps",,,9834
848,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"11,8Mbps","2289,1","10,5Mbps",,,62741
849,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"16,2Mbps","2255,4","14,5Mbps",,,24632
850,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"13,1Mbps","5097,3","7,3Mbps",,,15600
851,Intred,FIBRAROLLERCOASTER-FTTC,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"82,1Mbps","4426,4","80,7Mbps",,,8680
852,Irideos,AziendaVoceInternet,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"84,7Mbps","17994,5","53,9Mbps",,,39148
853,Irideos,UfficioVoceInternet,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"15,5Mbps","3598,9","9,9Mbps",,,52376
854,Optima,None,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"872,5Mbps","48458,4","807,4Mbps",,,8645
855,Optima,VitaMiaConsumerFIBRA+FlatvsFissi,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"72,8Mbps","26497,1","29,1Mbps",,,72299
856,Optima,VitaMiaInternetVeloceVDSL2,"
50,0Mbps10,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"33,8Mbps","7864,3","23,8Mbps",,,14927
857,SiPortal,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"58,5Mbps","2335,3","55,4Mbps",,,7327
858,Sky,Fibra100%,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"968,9Mbps","2443,4","965,4Mbps",,,15834
859,Sky,SuperInternet,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"70,5Mbps","13179,7","51,6Mbps",,,18318
860,Sky,SuperInternet,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"116,7Mbps","26065,5","71,0Mbps",,,16143
861,SorgeniaFiber,NextFiber,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"955,4Mbps","110914,8","887,2Mbps",,,6201
862,Tecnodata,,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"98,7Mbps","29,7","98,7Mbps",,,2292
863,Terrecablate,MyHomeADSL,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"18,0Mbps","1414,5","18,1Mbps",,,8220
864,Terrecablate,MyHomeFibra,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"29,9Mbps","1,0","29,9Mbps",,,1151
865,TIM,PREMIUMFIBRA,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"979,5Mbps","41553,9","977,2Mbps",,,3326
866,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2022Giu2022
",Download,"7,0Mbps","617,0","6,9Mbps",,,16081
867,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"9,8Mbps","510,7","9,8Mbps",,,90855
868,TIM,TIMSuperFibra,"
1.000,0Mbps100,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"979,2Mbps","8,8","979,2Mbps",,,3692
869,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"29,4Mbps","1916,7","29,3Mbps",,,111800
870,TIM,TIMSuperMega,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"96,1Mbps","6541,5","91,6Mbps",,,57616
871,TIM,TIMSuperMega,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"195,3Mbps","10223,2","195,1Mbps",,,32833
872,Tiscali,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"60,7Mbps","12690,0","48,1Mbps",,,22555
873,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"7,4Mbps","96,0","7,3Mbps",,,6946
874,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"14,7Mbps","1313,9","13,6Mbps",,,15755
875,Vianova,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"86,5Mbps","13821,4","66,9Mbps",,,32864
876,Vianova,Vianova2.5,"
4,0Mbps512.0kbps
",Nazionale,"
Gen2022Giu2022
",Download,"4,0Mbps","6,0","4,0Mbps",,,1925
877,Vodafone,"SuperADSL
","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"18,3Mbps","3227,9","16,4Mbps",,,49261
878,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"14,6Mbps","1028,0","13,2Mbps",,,45669
879,Vodafone,SuperADSL,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"88,5Mbps","6911,3","81,8Mbps",,,56538
880,Vodafone,SuperADSL,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"165,6Mbps","3660,1","165,5Mbps",,,5524
881,Vodafone,SuperADSL,"
1.000,0Mbps200,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"973,6Mbps","29953,0","945,7Mbps",,,18390
882,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Nazionale,"
Gen2022Giu2022
",Download,"6,9Mbps","221,4","6,5Mbps",,,23199
883,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
12,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"12,6Mbps","5197,9","11,9Mbps",,,4256
884,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
14,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"11,8Mbps","800,3","10,8Mbps",,,22461
885,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
17,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"15,0Mbps","44,9","15,0Mbps",,,8151
886,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
18,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"15,1Mbps","11,8","15,1Mbps",,,2537
887,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"17,5Mbps","849,4","16,9Mbps",,,33491
888,Wind,WINDInternet100,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2022Giu2022
",Download,"95,8Mbps","4285,0","89,7Mbps",,,15222
889,Acantho,BigBand,"
7,0Mbps512.0kbps
",Nazionale,"
Lug2022Dic2022
",Download,"6,8Mbps","3,4","6,8Mbps",,,8638
890,Acantho,BigBand,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"10,9Mbps","815,8","10,0Mbps",,,9022
891,Aruba,None,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"806,8Mbps","155804,3","635,8Mbps",,,17654
892,Brennercom,AllesKlar,"
8,0Mbps384.0kbps
",Nazionale,"
Lug2022Dic2022
",Download,"8,2Mbps","0,6","8,2Mbps",,,6622
893,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Lug2022Dic2022
",Download,1.7kbps,"59,5",0.0kbps,,,6013
894,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Nazionale,"
Lug2022Dic2022
",Download,"5,7Mbps","1377,8","3,7Mbps",,,17987
895,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"4,1Mbps","3224,3",0.0kbps,,,49403
896,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"14,1Mbps","1926,0","10,2Mbps",,,32960
897,EnelEnergia,"FIBRADIMELITA
DiamondFibra","
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"727,8Mbps","19429,7","708,2Mbps",,,9017
898,Eolo,None,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"564,3Mbps","297843,7","256,8Mbps",,,1232
899,Eolo,Formula,"
7,0Mbps512.0kbps
",Nazionale,"
Lug2022Dic2022
",Download,"6,0Mbps","16113,7",0.0kbps,,,24997
900,Eolo,Formula,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"5,5Mbps","2668,0",0.0kbps,,,59480
901,Fastweb,JetUBB,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"69,9Mbps","17991,7","69,3Mbps",,,1470
902,Fastweb,JetUBB,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"76,7Mbps","8210,1","71,8Mbps",,,8353
903,Fastweb,Joy,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"130,2Mbps","4955,2","126,1Mbps",,,8640
904,Fastweb,"Superjet,Joy,Jet","
8,2Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"7,3Mbps","61,6","7,3Mbps",,,17657
905,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"11,6Mbps","1941,6","10,5Mbps",,,61022
906,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"15,9Mbps","2400,6","11,3Mbps",,,25888
907,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2022Dic2022
",Download,"16,6Mbps","138,5","16,5Mbps",,,8646
